Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [V],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2024-08-25/4:01:05 PM,M1   ,1013,0,30,10.17,10.99,30.04,10.17,11.02,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.24,NaN,NaN,10.24,NaN,NaN,10.24,NaN,NaN,10.24,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:06 PM,M1   ,1013,0,30,10.17,10.99,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:07 PM,M1   ,1013,0,30.01,10.18,10.97,30.02,10.18,11.03,29.82,10.18,11.05,NaN,10.18,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:08 PM,M1   ,1013,0,30.01,10.18,10.97,30.03,10.18,11.02,29.8,10.18,11.07,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:09 PM,M1   ,1013,0,30.01,10.18,10.97,30.02,10.18,11.03,29.79,10.18,11.08,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:10 PM,M1   ,1013,0,29.98,10.18,11,30.03,10.18,11.02,29.79,10.18,11.08,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:11 PM,M1   ,1013,0,30.04,10.18,10.94,30.04,10.18,11.01,29.79,10.18,11.08,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:12 PM,M1   ,1013,0,30.01,10.18,10.97,30.04,10.18,11.01,29.8,10.18,11.07,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.18,10.18,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:13 PM,M1   ,1013,0,30.01,10.17,10.98,30.02,10.17,11.04,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,10.18,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:14 PM,M1   ,1013,0,30,10.17,10.99,30.06,10.17,11,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:15 PM,M1   ,1013,0,30.02,10.17,10.97,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:16 PM,M1   ,1013,0,30.02,10.17,10.97,30.03,10.17,11.03,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:17 PM,M1   ,1013,0,29.98,10.17,11.01,30.02,10.17,11.04,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:18 PM,M1   ,1013,0,30.02,10.17,10.97,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:19 PM,M1   ,1013,0,30.01,10.17,10.98,30.05,10.17,11.01,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:20 PM,M1   ,1013,0,29.99,10.17,11,30.02,10.17,11.04,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:21 PM,M1   ,1013,0,29.99,10.17,11,30.02,10.17,11.04,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:22 PM,M1   ,1013,0,30.01,10.17,10.98,30.04,10.17,11.02,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:23 PM,M1   ,1013,0,30.03,10.17,10.96,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:24 PM,M1   ,1013,0,29.98,10.17,11.01,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:25 PM,M1   ,1013,0,30,10.17,10.99,30.02,10.17,11.04,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:26 PM,M1   ,1013,0,30.01,10.17,10.98,30.01,10.17,11.05,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:27 PM,M1   ,1013,0,30.01,10.17,10.98,30.02,10.17,11.04,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:28 PM,M1   ,1013,0,30,10.17,10.99,30.04,10.17,11.02,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:29 PM,M1   ,1013,0,29.99,10.17,11,30.01,10.17,11.05,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:30 PM,M1   ,1013,0,30.01,10.17,10.98,30.04,10.17,11.02,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:31 PM,M1   ,1013,0,30,10.17,10.99,30.04,10.17,11.02,29.82,10.17,11.06,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:32 PM,M1   ,1013,0,30.03,10.17,10.96,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:33 PM,M1   ,1013,0,29.99,10.17,11,30.03,10.17,11.03,29.81,10.17,11.07,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:34 PM,M1   ,1013,0,30.01,10.17,10.98,30.03,10.17,11.03,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:35 PM,M1   ,1013,0,29.99,10.17,11,30.02,10.17,11.04,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:36 PM,M1   ,1013,0,30.01,10.17,10.98,30.02,10.17,11.04,29.82,10.17,11.06,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:37 PM,M1   ,1013,0,30.02,10.17,10.97,30.03,10.17,11.03,29.8,10.17,11.08,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:38 PM,M1   ,1013,0,30.01,10.16,10.98,30.02,10.16,11.04,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:39 PM,M1   ,1013,0,30,10.16,10.99,30.03,10.16,11.03,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:40 PM,M1   ,1013,0,30.02,10.16,10.97,30.02,10.16,11.04,29.82,10.16,11.06,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:41 PM,M1   ,1013,0,30.02,10.16,10.97,30.01,10.16,11.05,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:42 PM,M1   ,1013,0,30.02,10.16,10.97,30.04,10.16,11.02,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:43 PM,M1   ,1013,0,30.01,10.16,10.98,30.02,10.16,11.04,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:44 PM,M1   ,1013,0,30.01,10.16,10.98,30.05,10.16,11.01,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:45 PM,M1   ,1013,0,29.99,10.16,11,30.04,10.16,11.02,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:46 PM,M1   ,1013,0,30.01,10.16,10.98,30.03,10.16,11.03,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:47 PM,M1   ,1013,0,29.98,10.16,11.01,30.03,10.16,11.03,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:48 PM,M1   ,1013,0,30.02,10.16,10.97,30.02,10.16,11.04,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:49 PM,M1   ,1013,0,30.01,10.16,10.98,30.03,10.16,11.03,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:50 PM,M1   ,1013,0,30.02,10.16,10.97,30.04,10.16,11.02,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:51 PM,M1   ,1013,0,30.04,10.16,10.95,30.02,10.16,11.04,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:52 PM,M1   ,1013,0,30.01,10.16,10.98,30.03,10.16,11.03,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:53 PM,M1   ,1013,0,30.01,10.16,10.98,30.05,10.16,11.01,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:54 PM,M1   ,1013,0,30,10.16,10.99,30.03,10.16,11.03,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:55 PM,M1   ,1013,0,30.02,10.16,10.97,30.03,10.16,11.03,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:56 PM,M1   ,1013,0,30,10.16,10.99,30.04,10.16,11.02,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:57 PM,M1   ,1013,0,30,10.16,10.99,30.01,10.16,11.05,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:58 PM,M1   ,1013,0,29.98,10.16,11.01,30.03,10.16,11.03,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:01:59 PM,M1   ,1013,0,29.99,10.16,11,30.03,10.16,11.03,29.81,10.16,11.07,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:00 PM,M1   ,1013,0,29.99,10.16,11,30.03,10.16,11.03,29.82,10.16,11.06,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:01 PM,M1   ,1013,0,30.01,10.16,10.98,30.01,10.16,11.05,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:02 PM,M1   ,1013,0,29.98,10.16,11.01,30.02,10.16,11.04,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:03 PM,M1   ,1013,0,30,10.16,10.99,30.03,10.16,11.03,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:04 PM,M1   ,1013,0,30.01,10.16,10.98,30.03,10.16,11.03,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:05 PM,M1   ,1013,0,30.02,10.16,10.97,30.03,10.16,11.03,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:06 PM,M1   ,1013,0,29.99,10.17,11,30.03,10.17,11.03,29.79,10.17,11.09,NaN,10.17,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:07 PM,M1   ,1013,0,30,10.17,10.99,30.01,10.17,11.05,29.78,10.17,11.1,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.17,10.17,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:08 PM,M1   ,1013,0,30.01,10.16,10.98,30.02,10.16,11.04,29.82,10.16,11.06,NaN,10.16,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,10.17,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:09 PM,M1   ,1013,0,29.99,10.16,11,30.02,10.16,11.04,29.77,10.16,11.11,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:10 PM,M1   ,1013,0,29.99,10.16,11,30.04,10.16,11.02,29.79,10.16,11.09,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:11 PM,M1   ,1013,0,30.02,10.16,10.97,30.04,10.16,11.02,29.77,10.16,11.11,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:12 PM,M1   ,1013,0,30.02,10.16,10.97,30.04,10.16,11.02,29.8,10.16,11.08,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:13 PM,M1   ,1013,0,30.01,10.16,10.98,30.03,10.16,11.03,29.78,10.16,11.1,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2024-08-25/4:02:14 PM,M1   ,1013,0,30.01,10.16,10.98,30.04,10.16,11.02,29.78,10.16,11.1,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,10.16,NaN,NaN,NaN,NaN,NaN,10.16,10.16,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
