day,ration
1,1.39878459237098
2,0.466997008227375
3,1.09973821989529
4,1.08965968586387
5,1.53749065071055
6,1.66204188481675
7,1.70196335078534
8,1.32438294689604
9,1.40198204936425
10,1.84091249065071
11,1.93640613313388
12,2.32857142857143
13,1.77926327599102
14,2.32857142857143
15,2.26546372475692
16,2.32857142857143
17,2.32857142857143
18,2.32857142857143
19,2.32857142857143
20,2.32857142857143
21,2.32857142857143
22,2.32857142857143
23,2.32857142857143
24,2.32857142857143
25,2.32857142857143
26,2.32857142857143
27,2.32857142857143
28,2.32857142857143
29,2.32857142857143
30,2.32857142857143
31,2.32857142857143
32,2.32857142857143
33,2.32857142857143
34,2.32857142857143
35,2.32857142857143
36,2.32857142857143
37,2.32857142857143
38,2.32857142857143
39,2.32857142857143
40,2.32857142857143
41,2.32857142857143
42,2.32857142857143
43,2.32857142857143
44,2.32857142857143
45,2.32857142857143
46,2.32857142857143
47,2.32857142857143
48,2.32857142857143
49,2.32857142857143
50,2.32857142857143
51,2.32857142857143
52,2.32857142857143
53,2.32857142857143
54,2.32857142857143
55,2.32857142857143
56,2.32857142857143
57,2.32857142857143
58,2.32857142857143
59,2.32857142857143
60,0
