Date &Time [DD-MM-YYYY/HH:MM:SS],Phase,Barometric pressure [hPa],Salinity [â],CH1 O2 input [phase],CH1 temp (∞C),CH1 O2 [mgO2/L],CH2 O2 input [phase],CH2 temp (∞C),CH2 O2 [mgO2/L],CH3 O2 input [phase],CH3 temp (∞C),CH3 O2 [mgO2/L],CH4 O2 input [phase],CH4 temp (∞C),CH4 O2 [mgO2/L],CH5 O2 input [V],CH5 temp (∞C),CH5 O2 [mgO2/L],CH6 O2 input [V],CH6 temp (∞C),CH6 O2 [mgO2/L],CH7 O2 input [V],CH7 temp (∞C),CH7 O2 [mgO2/L],CH8 O2 input [V],CH8 temp (∞C),CH8 O2 [mgO2/L],CH1 Velocity input [V],CH1 Velocity [cm/s],CH5 Velocity input [V],CH5 Velocity [cm/s],AMB temp N∞1 input [V],AMB temp N∞1 [∞C],AMB temp N∞1 relay,AMB temp N∞2 input [V],AMB temp N∞2 [∞C],AMB temp N∞2 relay,AMB O2 N∞1 input (V),AMB O2 N∞1 temp (∞C),AMB O2 N∞1 [mgO2/L],AMB O2 N∞1 relay,AMB O2 N∞2 input (V),AMB O2 N∞2 temp (∞C),AMB O2 N∞2 [mgO2/L],AMB O2 N∞2 relay,User event
2025-06-14/3:01:23 PM,M6   ,1013,0,29.345,15.08,9.88,29.4075,15.08,9.64,29.0825,15.08,9.64,28.8525,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:24 PM,M6   ,1013,0,29.3125,15.08,9.91,29.3875,15.08,9.66,29.0988,15.08,9.62,28.8663,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:25 PM,M7   ,1013,0,29.33,15.08,9.89,29.3712,15.08,9.68,29.095,15.08,9.63,28.8425,15.08,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:26 PM,M7   ,1013,0,29.325,15.08,9.9,29.3825,15.08,9.67,29.1262,15.08,9.6,28.8588,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:27 PM,M7   ,1013,0,29.2912,15.09,9.92,29.3962,15.09,9.65,29.1,15.09,9.62,28.85,15.09,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:28 PM,M7   ,1013,0,29.3025,15.09,9.91,29.37,15.09,9.67,29.0963,15.09,9.62,28.8613,15.09,10.14,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:29 PM,M7   ,1013,0,29.3212,15.08,9.9,29.3738,15.08,9.67,29.0725,15.08,9.64,28.925,15.08,10.08,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:30 PM,M7   ,1013,0,29.33,15.09,9.89,29.3975,15.09,9.65,29.0862,15.09,9.63,28.8225,15.09,10.18,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:31 PM,M7   ,1013,0,29.3262,15.08,9.9,29.3837,15.08,9.67,29.0663,15.08,9.65,28.8412,15.08,10.16,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:32 PM,M7   ,1013,0,29.3038,15.08,9.92,29.4088,15.08,9.64,29.1088,15.08,9.61,28.8437,15.08,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:33 PM,M7   ,1013,0,29.3287,15.08,9.89,29.3987,15.08,9.65,29.0988,15.08,9.62,28.8,15.08,10.2,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:34 PM,M7   ,1013,0,29.3188,15.09,9.9,29.3888,15.09,9.66,29.0888,15.09,9.63,28.8038,15.09,10.19,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:35 PM,M7   ,1013,0,29.3125,15.08,9.91,29.3812,15.08,9.67,29.0825,15.08,9.64,28.8337,15.08,10.17,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:36 PM,M7   ,1013,0,29.3237,15.09,9.89,29.3912,15.09,9.66,29.0975,15.09,9.62,28.8588,15.09,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:37 PM,M7   ,1013,0,29.2838,15.08,9.93,29.3975,15.08,9.65,29.0812,15.08,9.64,28.85,15.08,10.15,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:38 PM,M7   ,1013,0,29.3125,15.08,9.91,29.3812,15.08,9.67,29.0888,15.08,9.63,28.845,15.08,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:39 PM,M7   ,1013,0,29.3275,15.08,9.89,29.3863,15.08,9.66,29.0812,15.08,9.64,28.8163,15.08,10.19,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:40 PM,M7   ,1013,0,29.3125,15.08,9.91,29.3588,15.08,9.69,29.0862,15.08,9.63,28.86,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:41 PM,M7   ,1013,0,29.3262,15.08,9.89,29.3538,15.08,9.69,29.0637,15.08,9.65,28.86,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:42 PM,M7   ,1013,0,29.3038,15.09,9.91,29.3788,15.09,9.67,29.095,15.09,9.62,28.8588,15.09,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:43 PM,M7   ,1013,0,29.3262,15.08,9.9,29.37,15.08,9.68,29.1237,15.08,9.6,28.8525,15.08,10.15,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:44 PM,M7   ,1013,0,29.3038,15.08,9.92,29.3738,15.08,9.67,29.0825,15.08,9.64,28.8625,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:45 PM,M7   ,1013,0,29.3287,15.08,9.89,29.3987,15.08,9.65,29.1,15.08,9.62,28.8175,15.08,10.18,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:46 PM,M7   ,1013,0,29.3188,15.08,9.9,29.3912,15.08,9.66,29.0988,15.08,9.62,28.8675,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:47 PM,M7   ,1013,0,29.3112,15.08,9.91,29.3987,15.08,9.65,29.0875,15.08,9.63,28.8513,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:48 PM,M7   ,1013,0,29.3175,15.08,9.9,29.3863,15.08,9.66,29.07,15.08,9.65,28.8562,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:49 PM,M7   ,1013,0,29.3012,15.08,9.92,29.365,15.08,9.68,29.0688,15.08,9.65,28.8325,15.08,10.17,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:50 PM,M7   ,1013,0,29.3112,15.09,9.9,29.3975,15.09,9.65,29.0637,15.09,9.65,28.855,15.09,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:51 PM,M7   ,1013,0,29.3188,15.09,9.9,29.3788,15.09,9.67,29.0937,15.09,9.62,28.8788,15.09,10.12,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:52 PM,M7   ,1013,0,29.31,15.09,9.91,29.3738,15.09,9.67,29.115,15.09,9.6,28.8,15.09,10.2,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:53 PM,M7   ,1013,0,29.3112,15.09,9.9,29.395,15.09,9.65,29.0825,15.09,9.63,28.805,15.09,10.19,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:54 PM,M7   ,1013,0,29.32,15.09,9.9,29.3637,15.09,9.68,29.1,15.09,9.62,28.8375,15.09,10.16,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:55 PM,M7   ,1013,0,29.3212,15.09,9.9,29.3875,15.09,9.66,29.095,15.09,9.62,28.825,15.09,10.17,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:56 PM,M7   ,1013,0,29.3312,15.09,9.89,29.3725,15.09,9.67,29.0637,15.09,9.65,28.8575,15.09,10.14,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:57 PM,M7   ,1013,0,29.3362,15.09,9.88,29.3912,15.09,9.66,29.09,15.09,9.63,28.8425,15.09,10.16,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:58 PM,M7   ,1013,0,29.31,15.08,9.91,29.4025,15.08,9.65,29.0875,15.08,9.63,28.8575,15.08,10.15,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:01:59 PM,M7   ,1013,0,29.3112,15.09,9.9,29.4138,15.09,9.63,29.0763,15.09,9.64,28.8425,15.09,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:00 PM,M7   ,1013,0,29.3188,15.09,9.9,29.3688,15.09,9.67,29.1125,15.09,9.61,28.8525,15.09,10.15,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:01 PM,M7   ,1013,0,29.3112,15.08,9.91,29.3663,15.08,9.68,29.0637,15.08,9.65,28.8063,15.08,10.19,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:02 PM,M7   ,1013,0,29.3175,15.09,9.9,29.4037,15.09,9.64,29.0925,15.09,9.62,28.8538,15.09,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:03 PM,M7   ,1013,0,29.3025,15.09,9.91,29.365,15.09,9.68,29.1075,15.09,9.61,28.8788,15.09,10.12,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.09,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:04 PM,M7   ,1013,0,29.3238,15.09,9.89,29.3975,15.09,9.65,29.0937,15.09,9.62,28.8725,15.09,10.13,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:05 PM,M7   ,1013,0,29.345,15.08,9.88,29.3887,15.08,9.66,29.1175,15.08,9.61,28.8925,15.08,10.11,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:06 PM,M7   ,1013,0,29.3112,15.09,9.91,29.445,15.09,9.61,29.0988,15.09,9.62,28.9,15.09,10.1,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:07 PM,M7   ,1013,0,29.3188,15.08,9.9,29.4062,15.08,9.65,29.0888,15.08,9.63,28.8312,15.08,10.17,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:08 PM,M7   ,1013,0,29.31,15.08,9.91,29.38,15.08,9.67,29.08,15.08,9.64,28.85,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:09 PM,M7   ,1013,0,29.3112,15.08,9.91,29.3812,15.08,9.67,29.0775,15.08,9.64,28.91,15.08,10.1,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:10 PM,M7   ,1013,0,29.3212,15.08,9.9,29.3875,15.08,9.66,29.0587,15.08,9.66,28.8475,15.08,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:11 PM,M7   ,1013,0,29.3262,15.08,9.9,29.3663,15.08,9.68,29.0512,15.08,9.66,28.8987,15.08,10.11,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:12 PM,M7   ,1013,0,29.3012,15.08,9.92,29.3437,15.08,9.7,29.0612,15.08,9.66,28.885,15.08,10.12,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:13 PM,M7   ,1013,0,29.3137,15.08,9.91,29.3712,15.08,9.68,29.07,15.08,9.65,28.8538,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:14 PM,M7   ,1013,0,29.3388,15.08,9.88,29.3788,15.08,9.67,29.0725,15.08,9.65,28.88,15.08,10.13,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:15 PM,M7   ,1013,0,29.33,15.08,9.89,29.3725,15.08,9.67,29.0862,15.08,9.63,28.8788,15.08,10.13,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:16 PM,M7   ,1013,0,29.3262,15.08,9.9,29.3863,15.08,9.66,29.0625,15.08,9.65,28.8563,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:17 PM,M7   ,1013,0,29.3012,15.08,9.92,29.36,15.08,9.69,29.0787,15.08,9.64,28.7725,15.08,10.23,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:18 PM,M7   ,1013,0,29.31,15.08,9.91,29.3637,15.08,9.68,29.0725,15.08,9.65,28.8562,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:19 PM,M7   ,1013,0,29.3137,15.08,9.91,29.3925,15.08,9.66,29.09,15.08,9.63,28.8325,15.08,10.17,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0813,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:20 PM,M7   ,1013,0,29.335,15.09,9.88,29.4075,15.09,9.64,29.0912,15.09,9.63,28.84,15.09,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0887,15.09,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:21 PM,M7   ,1013,0,29.3025,15.08,9.92,29.39,15.08,9.66,29.0988,15.08,9.62,28.7825,15.08,10.22,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,15.09,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:22 PM,M7   ,1013,0,29.3212,15.08,9.9,29.385,15.08,9.66,29.0875,15.08,9.63,28.8675,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:23 PM,M7   ,1013,0,29.3275,15.08,9.89,29.3538,15.08,9.69,29.0725,15.08,9.65,28.86,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:24 PM,M7   ,1013,0,29.3112,15.08,9.91,29.385,15.08,9.66,29.09,15.08,9.63,28.9225,15.08,10.09,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:25 PM,M7   ,1013,0,29.3225,15.08,9.9,29.4188,15.08,9.63,29.0875,15.08,9.63,28.8663,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:26 PM,M7   ,1013,0,29.3362,15.08,9.89,29.405,15.08,9.65,29.0712,15.08,9.65,28.8475,15.08,10.16,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:27 PM,M7   ,1013,0,29.3112,15.08,9.91,29.3725,15.08,9.67,29.0775,15.08,9.64,28.8937,15.08,10.11,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:28 PM,M7   ,1013,0,29.3212,15.08,9.9,29.3837,15.08,9.67,29.0612,15.08,9.66,28.8525,15.08,10.15,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.08,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:29 PM,M7   ,1013,0,29.3275,15.08,9.89,29.3475,15.08,9.7,29.0738,15.08,9.64,28.8663,15.08,10.14,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0787,15.08,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
2025-06-14/3:02:30 PM,M7   ,1013,0,29.3125,15.07,9.91,29.395,15.07,9.66,29.0963,15.07,9.63,28.8412,15.07,10.17,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,15.08,NaN,NaN,NaN,NaN,NaN,15.0713,15.07,OFF,NaN,NaN,OFF,NaN,20,NaN,OFF,NaN,20,NaN,OFF,
